Company,Title,Original Price,Current Price,Number of Reviews
템포,템포 탐폰 2종 택 1 (레귤러 20P/ 슈퍼 20P),"10,500","7,900",872
라엘,"라엘 리얼라엘 내추럴 청결 티슈 3종 택 1 (10매, 30매, 30매*4팩)","2,500","2,300",999+
코스알엑스,코스알엑스 더 비타민C23 세럼 더블기획 (+펩타이드세럼1.5ml*4ea),"46,000","32,200",999+
리브러쉬,[2023 어워즈] 리브러쉬 클러브 농축가글 50ml 어워즈 한정기획(+20ml 증정),"39,800","25,800",999+
바닐라코,[1등 클렌징밤]바닐라코 클린잇제로 클렌징 밤 오리지널 100ml,"20,000","14,000",999+
플랙커스,플랙커스 마이크로민트 치실 (36개입/90개입),"3,700","3,040",999+
크리스탈 라이트​,크리스탈라이트 10+2P 기획 4종 중 택1,"6,500","4,550",211
달리프,달리프 워터트리트먼트 더블 기획 (200ml+200ml)(탈모증상완화),"22,000","18,600",999+
로레알,로레알파리 엑셀랑스 블리치 슈프림 (탈색),"20,000","13,900",649
라운드랩,[NEW] 라운드랩 소나무 진정 시카 클렌저 150ml,"17,000","13,900",280
라운드랩,라운드랩 자작나무 수분크림 (본품80ml+20ml 추가 증정),"32,000","25,600",999+
헤트라스,[1+1] 헤트라스 프리미엄 대용량 디퓨저 500ml 2개입 4종 택1,"18,900","18,500",999+
이브로쉐,[증량] 이브로쉐 헤어식초 400ml 2종 택 1 (라즈베리 / 모링가),"17,500","14,500",999+
라보에이치,[대용량] 라보에이치 퍼퓸에디션 두피강화 샴푸 750ml [페어앤프리지아/블랑쉬앤우디] 택1,"36,000","25,400",999+
파티온,파티온 노스카나인 트러블 클리어 토너 200ml,"23,000","18,400",999+
달리프,[앞머리&볼륨고정] 달리프 헤어픽서200ml(+컬크림+폴리쉬오일) 증정기획,"16,000","10,400",999+
미팩토리,미팩토리 1단 돼지코팩 10매입,"8,900","7,900",999+
오울루,버치 아토 모이스처 크림 더블세트,"80,000","60,000",41
3CE,3CE 스킨 핏 커버 리퀴드 컨실러,"17,000","13,600",239
스킨푸드,[당근패드] 스킨푸드 캐롯 카로틴 카밍 워터 패드 60매,"26,000","18,200",999+
바이탈뷰티,[7일+1일/피부기능성]바이탈뷰티 슈퍼콜라겐 기획세트,"25,000","18,200",999+
넥스케어,[어워즈 한정] 넥스케어 이지픽 블레미쉬 패치 릴리프 더블 기획 (68매+68매),"8,600","7,740",999+
피지오겔,[더블기획] 피지오겔 레드수딩 시카밸런스 크림 50ml+50ml 증정 기획,"30,000","25,000",999+
메디앤서,[대용량] 메디앤서 비타 콜라겐 마스크 10매,"60,000","24,900",999+
에스테덤,[광채미스트]에스테덤 씨티 프로텍트 미스트 100ml,"69,000","59,340",61
필리밀리,[나겸쌤 공동개발] 필리밀리S 밀착플랫파운데이션브러시826,"20,000","17,960",165
유기농본,유기농본생리대 오버나이트10p,"5,800","4,200",999+
썸블라썸,썸블라썸 시카 케어 바디 미스트 300ml,"14,700","13,200",999+
듀이트리,[잡티케어]듀이트리 AC컨트롤 EX 딥 흔적 진정 마스크 1+1 기획,"3,000","2,850",999+
닥터지,[2세대 천만크림] 레드블레미쉬 클리어 수딩 크림 트리오 세트(50ml 3개입),"42,000","35,900",409
일리윤,[재구매1위]일리윤 세라마이드 아토 집중크림 150ml,"13,900","9,900",999+
바이오힐보,바이오힐보 비타민 토닝 올멜팅 클렌징밤 95mL,"20,000","9,900",999+
달바,[845만개 판매] 달바 워터풀 마일드 선크림 듀오 기획 (50ml+50ml),"51,000","35,700",999+
에스쁘아,에스쁘아 꾸뛰르 립틴트 블러벨벳 5.5g 8 colors,"22,000","17,600",999+
필리밀리,필리밀리 히팅뷰러 건전지 타입,"22,900","17,600",533
다슈,다슈 포맨 밤부 포레스트 메가 하드 스프레이 180ml,"15,000","9,800",999+
바이오힐보,바이오힐보 비타민 히알루로닉 젤크림 70mL 기획 (크림 30mL 증정),"25,000","17,500",999+
마녀공장,[대용량] 마녀공장 갈락 필링젤 용량 UP 120ml X2 더블 기획,"35,000","17,500",999+
플리프,플리프 시카-알로에 프레쉬 수분크림 150ml 기획세트(+50ml 증정),"21,000","17,500",549
토리든,[단독증량기획] 토리든 다이브인 무기자차 마일드 선크림 60ml 기획 (+20ml 추가 증정),"25,000","17,500",999+
뉴오리진,뉴오리진 이너플로라 30캡슐 (30일분),"36,000","24,200",218
라운드랩,라운드랩 1025 독도 크림 (본품 80ml+20ml 추가 증정),"32,000","24,000",999+
에스트라,에스트라 아토베리어365 바디크림 250ml,"30,000","24,000",785
한율,한율 어린쑥 진정 맑은 클렌징폼 기획세트 (폼120g + 수분진정크림15g),"16,000","12,800",999+
에뛰드,[NEW컬러] 에뛰드 플레이 컬러 아이즈 쿨 스테이지,"30,000","23,900",999+
CKD,[대용량] CKD 레티노콜라겐 저분자 300 모공탄력 마스크 10매,"50,000","23,900",999+
브리스킨,[은현 PICK]브리스킨 어성초 엑소펩타이드 콜라겐 마스크 5매,"50,000","35,000",195
달바,[올영 단독 증정/톤업자차] 달바 워터풀 톤업 선크림 50ml,"34,000","23,800",999+
베네피트,베네피트 원더풀 월드 블러쉬 & BOP 미니 5종 택1 (단델리온 외),"28,000","23,800",999+
넘버즈인,[수분광채] 넘버즈인 6번 푹잠 마스크팩 세럼 80ml 기획(+4번 SOS 얼음장팩),"34,000","23,800",999+
비레디,[2023 어워즈]  비레디 트루 톤 로션 33ml 리필 어워즈 한정기획 (본품+리필),"49,900","34,900",467
브링그린,[온라인 단독기획]브링그린 프레시마스크 10매 기획 5종,"16,000","9,500",999+
이즈앤트리,[디렉터파이추천] 이즈앤트리 어니언 뉴페어 클렌징폼 150ml,"18,000","12,600",999+
메디힐,메디힐 더 N.M.F 앰플 마스크 1매,"3,000","1,500",999+
제니하우스,[1+1 한정기획] 제니하우스 프리미엄 헤어컬러 1+1 기획 4종 택1,"16,000","12,500",999+
그린몬스터,그린몬스터 이너블라썸 질 유래 여성유산균 30캡슐 (1개월분),"25,200","16,900",741
바이오힐보,바이오힐보 프로바이오덤 타이트닝 콜라겐 세럼 30mL 더블 기획,"57,000","34,500",999+
바이오힐보,[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,"57,600","34,500",999+
순백수,순백수 히노끼 디퓨저 150ml 3종 택1(리프/우드/로즈),"23,900","16,830",598
듀이트리,[더보이즈큐포카&다꾸템증정]듀이트리 AC컨트롤 EX 딥 그린 카밍 패드 60매기획(+20매 증정),"24,000","16,800",999+
아비브,[1월 올영픽] 아비브 수분초 히알루론 패드 하이드레이팅 터치 75매 기획 (+10매 추가 증정),"24,000","16,800",999+
그로우어스,그로우어스 데미지 테라피 노워시 트리트먼트 250ml 기획(+크림트리트먼트 21ml 증정),"26,000","23,200",999+
유즈,유즈 스테이포에버 퍼퓸 002 30ml,"39,000","34,100",498
아벤느,아벤느 이드랑스 딥모이스트 로션 200ml 더블 기획,"40,500","34,100",925
템포,템포 레귤러/슈퍼 10P 2종 택 1,"6,200","4,800",999+
니드인,[2023어워즈/한정기획] 니드인 비움효소 3g 10포+10포 증정기획,"25,000","22,900",999+
힐링배스,힐링배스 시원한 그레이 샤워타월,"2,500","2,250",999+
아리아나그란데,아리아나그란데 스위트 라이크 캔디 EDP  50ml,"85,000","55,200",553
바이오더마,바이오더마 아토덤 PP밤 500ml,"48,000","33,600",999+
아누아,[단독기획] 아누아 어성초 80 수분 진정 앰플 기획 (30ml+30ml),"46,000","33,600",999+
루나,[다크서클컨실러] 루나 컨실 팟 4colors,"15,000","12,000",999+
디어에이,[민카롱PICK][미니퍼프 2P 사은품 추가증정] 디어에이 퍼펙트 커버 컨실러 팔레트 퍼프기획 3종,"16,000","12,000",336
꾸미,릴크리터스 꾸미바이트 비타민 3종 택1 (비타민/칼슘/아연) (30일분),"15,000","12,000",175
리엔,리엔 흑모비책 오리엔탈 새치크림 염색 더블 기획,"12,900","11,900",999+
이브,이브 핑거돔 18P (공산품),"12,900","11,900",572
샤이샤이샤이,[NEW] 샤이샤이샤이 선 키스드 플럼프 립밤 4g 3종 중 택 1,"15,000","11,900",3
풀리오,풀리오 종아리 마사지기 지퍼형,"129,000","119,000",186
트리헛,[단독기획] 트리헛 시어 슈가 스크럽 더블기획 3종 택1 (510g+510g),"39,500","33,300",999+
누즈,[NEW/블러셔]누즈 리퀴드 케어 치크,"19,000","16,150",383
컬러그램,[NEW] 컬러그램 썬더볼 틴트 라커 6color,"9,800","8,800",999+
더블유드레스룸,[2023 어워즈]W.DRESSROOM 퍼퓸 핸드크림 에이프릴코튼 50ml+50ml 어워즈 더블 기획팩 (2023),"7,900","6,500",999+
파파레서피,파파레서피 블레미쉬 클렌징 오일 300ml,"25,000","22,500",26
마르시끄,[2023 어워즈/브라이언 PICK] 마르시끄 링클 리페어 미간 주름패치 33개,"12,900","11,800",999+
루톤,루톤 여성 두피용 알파에르겐 트리트먼트 500ml+트리트먼트 70ml 증정 기획,"27,000","22,400",999+
파티온,[홀리 공동개발] 파티온 노스카나인 트러블 흔적앰플 15ml,"20,000","16,000",999+
반디,[다영PICK] 반디 핑크다이아기획 & 뿌리세럼 골라담기,"20,000","16,000",999+
센카,센카 퍼펙트 휩 포 바디 500ml,"10,900","8,700",999+
청담소녀,"청담소녀 생리대 5종 택 1 (생리대, 라이너, 오버나이트)","7,400","5,600",832
세타필,"세타필 젠틀 바디워시 리프레싱 1,000ml","26,500","15,900",953
박준뷰티랩,[대용량]박준뷰티랩 LPP 단백질 샴푸 1000ml,"17,600","15,800",999+
커리쉴,[한정기획]커리쉴 에프터살롱케어 데미지리페어 샴푸 500ml 기획(+트리트먼트 160ml 증정),"26,000","22,000",999+
유리아쥬,유리아쥬 진피 마일드 젤 500ml,"36,000","32,400",999+
나인위시스,[리뷰이벤트/권은비 PICK] 나인위시스 하이드라 수분 앰플 나노 플러스 30ml 더블기획,"24,500","21,900",999+
메디앤서,[미백탄력] 메디앤서 비타 콜라겐 마스크 1매,"6,000","3,000",999+
오킵스,오킵스 워킹핸즈 핸드크림 튜브 85g,"13,000","8,300",992
필리밀리,필리밀리 촉촉퍼프,"5,000","4,300",999+
비오템 옴므,비오템옴므 아쿠아파워 올인원 세트 (클렌저40ml+올인원20ml),"62,000","52,700",795
바이오힐보,[리뷰이벤트/NEW] 바이오힐보 프로바이오덤 3D 리프팅 크림 50ml,"39,000","31,900",23
리얼테크닉스,리얼테크닉스 미라클 컴플렉션 스펀지 3종 택1,"13,500","10,800",999+
레미유,[NEW 컬러] 레미유 듀이 플로우 틴트,"19,000","15,200",999+
바이오힐보,[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL,"32,000","21,380",999+
샤프란,샤프란케어 냄새뺌 비누향/코튼향 2종 택1,"9,400","5,900",999+
식물나라,식물나라 제주탄산수퀵앤딥클렌징티슈 100매,"8,800","5,900",999+
몰바니,[고민시 PICK]몰바니 저자극 LHA 율피 젤 클렌저 200ml,"28,000","21,280",904
나이팅게일,나이팅게일 데일리더마 클렌징패드 마일드 (70매),"12,500","11,000",999+
메이크프렘,[증량] 메이크프렘 세이프 미 릴리프 모이스처 클렌징 밀크 500ml,"42,000","31,500",728
쏘내추럴,쏘내추럴 올 데이 메이크업 픽서 더블기획 (120ml+120ml),"42,000","31,500",999+
맥,MAC 텐더토크 립 밤,"37,000","31,450",206
릴리바이레드,릴리바이레드 스키니메스 브로우 마스카라,"10,000","8,000",999+
대웅제약,대웅제약 에너씨슬 콜레다운 30캡슐 (1개월분),"17,500","15,000",626
피지오겔,[더블기획] 피지오겔 DMT 마일드 립밤 4.2g+4.2g 기획세트,"19,800","15,000",999+
바이오힐보,[NEW] 바이오힐보 세라마이드 아쿠아 토닝 필링 젤 120mL 기획 (60mL 증정),"18,000","10,900",423
락토핏,락토핏 이브 30포 (15일분),"14,900","10,900",467
락토핏,락토핏 슬림 30포 (15일분),"14,900","10,900",999+
브링그린,[NEW] 브링그린 쑥세라카밍모이스처약산성클렌징폼200mL더블기획,"22,800","14,900",318
로레알,[기획세트]로레알파리 토탈리페어5 트리트먼트 헤어팩,"21,500","14,900",999+
메이크프렘,메이크프렘 유브이 디펜스 미 노 세범 선크림 40ml 1+1 기획,"28,000","21,000",999+
닥터텅스,닥터텅스 구역질없는 혀클리너(파우치 증정)(색상 랜덤),"10,000","7,900",999+
필리밀리,필리밀리 뿌리 볼륨 브러시,"8,500","7,900",999+
미쟝센,[NEW] 미쟝센 컬링에센스 2X 볼륨컬/내추럴컬 230ml 택1,"15,000","7,900",999+
디어에이,디어에이 루미너스 네일 에센스 3g,"10,900","7,900",722
바닐라코,바닐라코 촘촘 카스텔라 퍼프 6EA,"5,000","4,000",999+
바닐라코,바닐라코 프라이머 피니쉬 팩트 6.5g,"26,000","20,800",999+
아로마티카,[강민경 PICK] 아로마티카 바디오일 100ml 리츄얼 기획(괄사 포함) 5종 택1,"44,000","30,800",999+
코링코,코링코 톡톡하라 필터 속눈썹 블랙/브라운 200pcs (9mm/10mm/11mm/12mm),"20,000","13,210",999+
린제이,린제이 진정약초 모델링 마스크 컵팩 28g,"3,000","2,500",999+
비오템 옴므,비오템 옴므 아쿠아파워 72H 수분 젤 크림 50ml,"130,000","110,500",46
누즈,[NEW]누즈 케어 립추얼,"17,000","14,450",999+
글린트,[NEW 컬러출시] 글린트 스틱하이라이터,"24,000","20,400",999+
모로칸오일,모로칸오일 인텐스 컬 크림 75ml,"16,000","14,400",999+
키스미,[픽싱 젤 브로우] 키스미 헤비로테이션 젤 아이브로우 라이너,"13,000","10,400",999+
토니모리,[NEW] 토니모리 겟잇틴트 컬러풀워터 5종,"13,000","10,400",501
헤드앤숄더,헤드앤숄더 가려운 두피케어 샴푸 500ml 더블 기획,"17,300","10,400",999+
투쿨포스쿨,투쿨포스쿨 피니쉬 세팅 오일 페이퍼 (본품+리필),"8,500","7,500",999+
스튜디오17,스튜디오17 아이메이크업 브러쉬 세트 (5종),"12,900","10,320",999+
포지타노,포지타노 캔디 4종 중 택1,"8,900","7,400",999+
바이오힐보,[NEW] 바이오힐보 프로바이오덤 타이트닝 콜라겐 크림 50mL 기획 (앰플 7mL*2 증정),"38,000","29,900",509
웨이크메이크,[시즌한정컬러] 웨이크메이크 네일건 홀리데이 시즌 네일 6 COLOR,"4,000","3,600",435
이브,[의료기기] 이브 콘돔 2종 택 1 (리얼003 10P / 울트라씬 10P),"13,900","12,900",721
아로마티카,[쿨링젤] 아로마티카 수딩 알로에 베라 젤 (300ml/500ml),"11,000","8,800",999+
니베아,니베아 크림150ml,"6,500","5,200",999+
쉬크,쉬크 인튜이션 버라이어티 기획 5종 택1 (기+날4입),"24,900","19,900",999+
딥트3일,"[주현영, 이나연 찐템]딥트 3일 분해효소 리셋 8포 (8일분)","21,000","13,970",515
닥터블릿,[혜리PICK] 닥터블릿 푸응 다이어트14포 (7일분),"22,900","13,970",687
히든,히든 퍼퓸 스프레이 바디로션 단품/기획 5종,"32,900","29,600",410
마몽드,[윈터 PICK] 마몽드 포어 슈링커 바쿠치올 크림 60ml 단독기획 (+30ml 추가증정),"38,000","29,600",406
비타하임,비타하임 칼슘+마그네슘+비타민D 15정(15일),"5,000","3,500",999+
듀이셀,듀이셀 마스크팩 5P,"33,000","19,800",999+
웰라쥬,[형원PICK] 웰라쥬 리얼 히알루로닉 원데이키트 7개입,"39,700","19,800",999+
구달,[한정기획] 구달 맑은 어성초 진정 쿨링 선스틱 1+1 기획 SPF50+ PA++++,"22,000","19,800",748
비욘드,[NEW] 비욘드 엔젤아쿠아 수분가득 진정 앰플 50ml 1+1 기획,"28,000","19,800",201
라보에이치,라보에이치 탈모증상완화 샴푸 두피쿨링 (333ml+50ml),"19,800","13,900",999+
마녀공장,[후니언 Pick] 마녀공장 딥 클리어 클렌징 밤 기획(132ml+14ml),"24,000","13,900",999+
바이오힐보,바이오힐보 비타민 히알루로닉 앰플토너 150mL & 에멀전 150mL 기획 (크림30mL 증정),"42,000","29,400",999+
닥터지,[증정]닥터지 로얄 블랙스네일 크림세트(50ml+15ml),"42,000","29,400",613
아로마코,아로마코 허브디퓨저_포레스트,"17,000","9,900",999+
뉴트로지나,뉴트로지나 인텐스 리페어 풋크림 56g (뒤꿈치 관리),"8,900","7,100",999+
나인위시스,[리뷰이벤트/단독 기획] 나인위시스 하이드라 크림 앰플 더블 기획 (30ml+30ml),"21,900","19,500",999+
스킨푸드,[NEW/수분진정] 스킨푸드 캐롯 카로틴 데일리 마스크 30매,"26,000","19,500",4
바이탈헬스,바이탈헬스 바이탈슬림 다이어트 올인원 나이트 10포 (10일분),"16,000","9,810",838
허스텔러,[스칼렛언니 PICK] 허스텔러 니어바이 리차징 립밤 6종 중 택1,"14,000","9,100",999+
라엘,라엘 입는 오버나이트 8P 2종 택1 (M/L),"12,900","9,800",92
센카,[츄PICK] 센카 퍼펙트 휩 페이셜 워시 120g,"9,800","7,020",999+
브링그린,[2023 어워즈] 브링그린 티트리시카  수딩 토너 500ml 어워즈 한정기획(+크림20ml+징크테카세럼 7ml),"27,000","19,440",999+
아임오,아임오 유기농 생리대 4종 택 1 (소 12P / 중 14P / 대 9P / 오버나이트 6P ),"4,500","3,300",451
그린몬스터,[단독기획] 그린몬스터 식전식후 바디관리세트 (28일분),"35,000","28,900",999+
버츠비,버츠비 임산부 기프트 기획 (마마비 벨리버터 185g+마마비 너리싱 바디오일 147ml),"34,000","28,900",999+
더파이에센셜,[디렉터파이 MADE] 더파이 시카알란 퍼스트 에센스 150ml,"34,000","28,900",332
VDL,VDL 커버 스테인 퍼펙팅 쿠션 리필 기획,"34,000","28,900",471
화이트,화이트 순한순면 생리대 4종 택 1 (중형 / 대형 / 수퍼롱 / 오버나이트),"7,100","3,910",999+
페리페라,페리페라 더블롱웨어 커버컨실러,"6,000","4,800",999+
노베브,[재유 공동개발] 노베브 언더 아이 컨실러 2colors (웜/쿨톤),"14,000","13,300",305
에스더포뮬러,[1등이너뷰티]에스더포뮬러 여에스더 글루타치온 다이렉트 필름 3X 30매 (30일분),"38,000","28,400",259
에스네이처,[화해1위] 에스네이처 아쿠아 오아시스 토너 300ml 기획(+ 수분크림30ml증정),"24,000","18,900",999+
피토틱스,피토틱스 옐로우 30캡슐 (1개월분),"19,500","18,900",999+
버터크룽지,"버터크룽지 10개입 2종 중 택1(오리지날, 초코디핑)","23,000","18,900",8
필리밀리,필리밀리 미니메이크업브러시세트(2309 한정기획),"23,000","18,800",999+
좋은느낌,[대용량] 좋은느낌 입는 오버나이트 5종 택 1 (S / M / L),"17,600","7,920",580
바이오더마,[온라인 단독기획] 바이오더마 하이드라비오 에센스로션 더블기획(200ml+200ml),"54,000","46,900",999+
네이처메이드,네이처메이드 액티브 데일리 멀티 포 맨 120정 (2개월분),"35,000","28,000",999+
스틸라,스틸라 매그니피센트 메탈 글리터&글로우 리퀴드 아이섀도우,"35,000","28,000",999+
덴탈프로,덴탈프로 치간칫솔 사이즈 0번 15P,"6,500","4,500",999+
쏘피,[올리브영 단독] 쏘피 X 벨리곰 안심숙면 팬티 5P 2종 택 1(입는오버나이트),"9,000","4,500",999+
바디홀릭,바디홀릭 스테이누디 헤어&바디 미스트 100ml 3종 택1,"15,900","12,900",999+
비판톨,비판톨 립크림 더블 기획 (7.5ml+7.5ml ),"14,400","12,900",999+
쉬크,쉬크 인튜이션 잔망루피에디션 제모기 2종 택1(기+날1입),"15,900","12,900",999+
더랩바이블랑두,더랩바이블랑두 그린 플라보노이드 진정 패드(90매+12매 추가 증정),"23,000","18,400",999+
스튜디오17,스튜디오17 팡팡 대왕 퍼프,"5,900","4,410",999+
키스미,[2mm 부드러운 젤펜슬] 키스미 히로인메이크 롱 스테이 스무스 젤 펜슬 라이너,"12,000","9,000",999+
이니스프리,이니스프리 노세범 AC 파우더 5g,"12,000","9,000",506
라네즈,[1월올영PICK/선착순워터뱅크4종키트] 라네즈 워터뱅크 모이스춰 크림 45ml 배드블루 콜라보 기획,"39,000","27,500",52
롱테이크,롱테이크 핸드크림 50ml 2종 [샌달우드/블랙티앤피그] 택1,"18,000","12,600",318
린제이,린제이 엄청 큰 보습 멀티 앰플 (500ml),"9,900","8,900",457
셀퓨전씨,[진정쿨링] 셀퓨전씨 포스트 알파 시카 쿨링 마스크 1매,"3,000","1,500",999+
라운드랩,[NEW] 라운드랩 약콩 판테놀 마스크 1매,"3,000","1,500",994
아리아나그란데,아리아나그란데 클라우드 EDP 30ml,"67,000","45,600",237
랩노쉬,[패키지 리뉴얼]랩노쉬 프로틴 단백쿠키 7종 택1 (10개입),"13,900","12,510",255
아도르,[카즈하 PICK] 아도르 퍼퓸 헤어 오일 80ml 4종 택 1,"32,000","27,200",999+
메이크프렘,메이크프렘 세이프 미 릴리프 모이스처 클렌징오일 기획(210ml+20ml),"24,000","18,000",721
듀이트리,[더보이즈큐포카&다꾸템증정]듀이트리 AC 컨트롤 딥 그린 카밍 크림 기획(60ml+20ml증정),"28,000","18,000",241
라운드어라운드,라운드어라운드 편백 블레미쉬 클렌징폼 200ml+200ml 더블 기획세트,"31,000","18,000",999+
잇츠스킨,잇츠스킨 파워10 포뮬라 엘아이 젤리패드 감초줄렌 70매 기획 (+10매),"25,000","18,000",999+
넘버즈인,[각질7층보습] 넘버즈인 4번 메이크업 찰떡 미네랄 토너 200ml 기획 (+50ml 증정),"24,000","18,000",353
미언더,미언더 시그니처 나무팬티 드로즈_6color,"23,000","18,000",25
BYOCORE유산균,[이동욱 PICK] CJ BYOCORE 건강한 생유산균 100억 30포 (1개월분),"29,900","17,940",272
에스네이처,[2023어워즈] 에스네이처 아쿠아 스쿠알란 수분크림 60ml,"24,000","17,900",999+
라운드랩,라운드랩 1025 독도 클렌징 오일 200ml (클렌저40ml 증정),"23,000","17,900",999+
모레모,[1월 올영픽]모레모 헤어샴푸 미라클 2X 480ml 기획(100ml 증정),"26,000","17,900",741
라운드랩,[NEW] 라운드랩 포 맨 1025 독도 올인원 플루이드 200ml,"24,000","17,900",731
티르티르 이너뷰티,티르티르 퍼펙트 아르기닌 피치 5000 15포 (15일분),"21,000","17,850",66
팬틴,팬틴 실키 스무드케어 린스 500ml,"12,300","6,100",999+
더마토리,더마토리 프로 앰플 마스크 1매 [수분/탄력/미백/진정] 4종 중 택1,"2,000","1,000",999+
피지오겔,피지오겔 DMT 바디로션 400ml,"33,500","26,900",999+
헉슬리,[NEW 컬러 출시] 헉슬리 립밤 리브 비하인드 6종 중 택 1,"14,000","11,900",999+
어네이즈,어네이즈 잔머리카라 8ml,"13,000","12,300",999+
마녀공장,[증정기획] 마녀공장 비피다 바이옴 앰플 토너 400ml+100ml 기획,"25,000","17,500",999+
라타플랑,라타플랑 미나리 진정 선크림 기획세트 (50ml+20ml 증정),"25,000","17,500",962
리무브,리무브 스킨브라 더블기획 2종 택1,"33,000","26,400",999+
로이비,로이비 로터스 앤 인센스 EDP 50ml,"109,000","98,100",56
에비스,에비스 프리미엄케어 6열 광폭헤드 칫솔 미세모 (색상랜덤),"4,600","3,900",999+
필리밀리,필리밀리 양면 쌍꺼풀 테이프,"2,800","2,400",999+
존슨즈,[하니얌Pick] 존슨즈베이비 베드타임 오일 500ml,"18,900","11,900",50
덴티스테,덴티스테 치실50m,"4,900","3,800",999+
아로마티카,[1+1기획] 아로마티카 로즈마리 루트 인핸서 100ml+100ml 더블 기획,"24,000","17,100",999+
필리밀리,필리밀리 코 쉐딩브러시 857,"9,500","8,200",999+
닥터지,닥터지 약산성 레드 블레미쉬 클리어 수딩 폼 기획 (150ml+75ml),"20,000","17,000",999+
플루,[스푼증정기획] 플루 리얼슈가&씨솔트 퍼퓸드 바디스크럽 500g 6종 택1,"22,000","16,900",999+
CKD,[은또PICK/단독기획] CKD 레티노콜라겐 저분자 300 타이트닝 물광 크림팩 브러쉬 기획,"28,000","16,900",710
한율,한율 어린쑥 수분진정 랩핑 마스크 1매,"4,000","2,200",456
달바,[100시간 보습/겉광속쫀] 달바 화이트 트러플 더블 레이어 리바이탈라이징 세럼 30ml,"72,000","43,200",593
라로슈포제,라로슈포제 히알루B5 세럼 30ml 기획 (+똘러리앙로션 15ml),"54,000","43,200",949
아임프롬,[셔누 PICK]아임프롬 피그 스크럽 마스크120g 기획(+허니마스크 30g),"32,000","25,600",999+
피노,피노 프리미엄 터치 헤어 오일 70ml+70ml 더블기획(졸리지 콜라보 굿즈 증정),"32,000","25,600",389
페리페라,[페리복권] 페리페라 올테이크무드팔레트,"21,000","16,800",999+
스킨푸드,[비건/유기자차] 스킨푸드 베리 수분 선크림 50ml SPF50+ PA++++,"24,000","16,800",362
넘버즈인,[피부결] 넘버즈인 3번 녹차숯 모공말끔 클렌징팩밤 85g,"24,000","16,800",875
토리든,[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),"24,000","16,800",999+
클리오,클리오 하이드로 메이크업 스펀지 오리지널 엣지,"10,000","8,000",408
마몽드,[단독기획] 마몽드 블루 캐모마일 크림 기획 60ml (+30ml 추가 증정),"34,000","25,500",999+
폴라초이스,폴라초이스 스킨퍼펙팅 바하 리퀴드 각질제거제 118ml 기획 (+아하 각질제거 로션 10ml),"34,000","25,500",60
푸푸리,푸푸리 라벤더 바닐라 1.4 oz,"9,900","7,900",999+
바디판타지,바디판타지 퓨어 프래그런스 바디 스프레이 5종 택 1,"10,000","7,900",999+
쏘피,[단독기획] 쏘피 라베르플랑 라이너 롱 40P+40P기획 (80P),"15,800","7,900",856
갸스비,갸스비 필름 타입 기름종이 70매,"3,900","3,500",999+
유리아쥬,유리아쥬 오떼르말 더블 기획 (300ml+300ml),"31,500","25,200",999+
투쿨포스쿨,투쿨포스쿨 픽싱 글로우 쿠션 (본품+리필),"36,000","25,200",999+
달바,[올인원 간편스틱] 달바 더블 세럼 올인원 멀티밤 10g,"42,000","25,200",458
투쿨포스쿨,[레오제이 공동개발] 투쿨포스쿨 픽싱 누드 쿠션 (본품+리필+미니쿠션 OY단독기획),"36,000","25,200",999+
더마비,[대용량] 더마비 데일리 모이스처 바디오일 300ml,"24,500","16,500",523
닥터지,[NEW] 닥터지 로얄 블랙 스네일 앰플 마스크 1매,"4,000","2,000",999+
탱글티저,탱글티저 오리지널 미니 4종 택1,"14,000","10,500",999+
메디힐,메디힐 캡슐100 바이오 세컨덤 수분 하이드로 10매입,"50,000","25,000",743
얼라이브,얼라이브 원스데일리 포 우먼 60정 (2개월분),"30,000","25,000",999+
디어스킨,디어스킨 에어엠보 4팩 6종 택 1(생리대/라이너/입는오버/슈퍼롱오버),"28,800","13,900",340
달바,[쇼케이스 특가] 달바 워터풀 톤업 선 쿠션 듀오 기획(15g+15g),"52,500","42,000",488
아크웰,[1+1]아크웰 피에이치 밸런싱 버블 프리 클렌징 젤 더블기획 (160ml+160ml),"18,000","16,200",999+
토리든,[단독기획] 토리든 밸런스풀 시카 토너 패드 60매 기획 (+10매 추가 증정),"23,000","16,100",999+
마른파이브,마른파이브 두프리 실리콘 누드브라 슬림,"17,900","16,100",999+
바이컬러,"[한혜진 PICK] 바이컬러 치약 3종 택1 (구취,미백,고불소)","10,000","7,500",999+
뉴트리원라이프,뉴트리원라이프 루테인 지아잔틴 164 에이엑스 30캡슐 (1개월분),"29,900","16,020",154
미쟝센,[2023 어워즈 헤어염색 1위] 미쟝센 헬로크림 1CB 쿨블랙 어워즈 한정기획 (+이너플렉스 모발강화제 30G),"32,000","16,000",386
리스테린,리스테린 쿨민트 마일드 100ml (휴대용),"2,100","1,800",268
에뛰드,에뛰드 룩 앳 마이 아이즈 카페,"4,000","3,200",999+
일리윤,일리윤 세라마이드 무향 립밤 더블 기획,"23,200","15,900",999+
로레알,로레알파리 UV 디펜더 선크림 50ml 4종 (데일리/톤업/오일프리/아쿠아),"26,000","15,900",160
